"","MA.id","CDSR.id","outcome","modelname","col.group","num_studies","est","se","low","up","width","tau","elpd_waic","p_waic","waic","se_elpd_waic","se_p_waic","se_waic"
"11",1,"CD000197","Hedge's g","htebayesian","Bayesian",17,-0.259389519941277,0.25304270783299,-0.757766777940354,0.231379410973062,0.989146188913416,0.202991659318998,-5.53251335121918,2.28083890967235,11.0650267024384,0.190442568279253,0.0233217407516603,0.380885136558507
"12",1,"CD000197","Hedge's g","ctebayesian","Bayesian",17,-0.242811758701975,0.242422090112509,-0.717070517379161,0.2309804112755,0.948050928654661,NA,NA,NA,NA,NA,NA,NA
"13",2,"CD000197","MD","ivfe","Frequentist",7,-1.97264345459777,0.454992195408073,-2.86441177084441,-1.08087513835114,1.78353663249327,NA,NA,NA,NA,NA,NA,NA
"14",2,"CD000197","MD","ivre","Frequentist",7,-2.78395807217118,1.70570562525798,-6.12707966590419,0.559163521561827,6.68624318746602,3.80449209234563,NA,NA,NA,NA,NA,NA
"15",2,"CD000197","MD","htebayesian","Bayesian",7,-3.70012467168279,2.69749426344574,-9.15990501959175,1.68153312583005,10.8414381454218,6.02243911545821,-28.6871014145504,5.30923385845525,57.3742028291008,13.2304121810104,0.831214706334485,26.4608243620208
"16",2,"CD000197","MD","ctebayesian","Bayesian",7,-4.78080219757653,0.305127415336225,-5.38593594872515,-4.18648075990609,1.19945518881906,NA,NA,NA,NA,NA,NA,NA
"17",2,"CD000197","Cohen's d","ivfe","Frequentist",7,-0.0775913263107272,0.047226594514892,-0.170153750672392,0.014971098050938,0.18512484872333,NA,NA,NA,NA,NA,NA,NA
"18",2,"CD000197","Cohen's d","ivre","Frequentist",7,-0.239103530614936,0.137182862542156,-0.507977000493671,0.0297699392637992,0.53774693975747,0.317506801183696,NA,NA,NA,NA,NA,NA
"19",2,"CD000197","Cohen's d","htebayesian","Bayesian",7,-0.548490757383555,1.09216225584682,-2.65132780097138,1.56631644375771,4.21764424472908,0.855793906203518,-7.60691406019622,13.1166558675826,15.2138281203924,0.88649214950623,0.893704205652664,1.77298429901246
"20",2,"CD000197","Cohen's d","ctebayesian","Bayesian",7,-0.583452357592971,0.907822322041125,-2.3771492062672,1.19701571358721,3.57416491985441,NA,NA,NA,NA,NA,NA,NA
"21",2,"CD000197","Hedge's g","ivfe","Frequentist",7,-0.326831852730623,0.382598928398662,-1.07671197291562,0.423048267454372,1.49976024036999,NA,NA,NA,NA,NA,NA,NA
"22",2,"CD000197","Hedge's g","ivre","Frequentist",7,-0.326831852730623,0.382598928398662,-1.07671197291562,0.423048267454372,1.49976024036999,0,NA,NA,NA,NA,NA,NA
"23",2,"CD000197","Hedge's g","htebayesian","Bayesian",7,-0.329936927030658,0.459037118346917,-1.23355024037616,0.538878648179081,1.77242888855524,0.416191940888839,-3.50994548335541,2.3890847140493,7.01989096671083,0.468804284266586,0.0970963925913447,0.937608568533171
"24",2,"CD000197","Hedge's g","ctebayesian","Bayesian",7,-0.345247196263619,0.374257367769613,-1.08369929776074,0.388274009849114,1.47197330760985,NA,NA,NA,NA,NA,NA,NA
"25",3,"CD000197","MD","ivfe","Frequentist",13,-5.60351285267697,0.705446813161648,-6.98616319948235,-4.22086250587158,2.76530069361077,NA,NA,NA,NA,NA,NA,NA
"26",3,"CD000197","MD","ivre","Frequentist",13,-4.84055896398807,4.93861056548156,-14.5200578060009,4.83893987802477,19.3589976840257,15.3640177015584,NA,NA,NA,NA,NA,NA
