"","MA.id","CDSR.id","outcome","modelname","col.group","num_studies","est","se","low","up","width","tau","elpd_waic","p_waic","waic","se_elpd_waic","se_p_waic","se_waic"
"1660",139,"CD003316","MD","ctebayesian","Bayesian",12,13.9931321348849,0.173044931982423,13.6551295496072,14.3357575499962,0.680628000388987,NA,NA,NA,NA,NA,NA,NA
"1661",139,"CD003316","Cohen's d","ivfe","Frequentist",12,0.323218145548299,0.105367231436352,0.116702166782353,0.529734124314246,0.413031957531893,NA,NA,NA,NA,NA,NA,NA
"1662",139,"CD003316","Cohen's d","ivre","Frequentist",12,0.389942727134304,0.134895867557553,0.125551685058216,0.654333769210392,0.528782084152176,0.26271420260739,NA,NA,NA,NA,NA,NA
"1663",139,"CD003316","Cohen's d","htebayesian","Bayesian",12,0.606515085770798,0.483490420790577,-0.336783830941566,1.55646949913061,1.89325333007217,0.348240784501559,4.80749560771763,5.0766428219831,-9.61499121543527,0.208769494701363,0.0822611409360235,0.417538989402726
"1664",139,"CD003316","Cohen's d","ctebayesian","Bayesian",12,0.602430695439011,0.446756652172644,-0.271653418853965,1.47973588445635,1.75138930331032,NA,NA,NA,NA,NA,NA,NA
"1665",139,"CD003316","Hedge's g","ivfe","Frequentist",12,0.473329805735598,0.304320260554246,-0.123126944716569,1.06978655618777,1.19291350090434,NA,NA,NA,NA,NA,NA,NA
"1666",139,"CD003316","Hedge's g","ivre","Frequentist",12,0.473329805735598,0.304320260554246,-0.123126944716569,1.06978655618777,1.19291350090434,0,NA,NA,NA,NA,NA,NA
"1667",139,"CD003316","Hedge's g","htebayesian","Bayesian",12,0.477656474660428,0.303283246638069,-0.109468894840034,1.08493960688989,1.19440850172992,0.239605549967181,4.77960242972528,2.09492931055591,-9.55920485945057,0.179931697505117,0.00797356487151584,0.359863395010235
"1668",139,"CD003316","Hedge's g","ctebayesian","Bayesian",12,0.499113830524452,0.280713235645896,-0.0539131301197855,1.05053487266378,1.10444800278356,NA,NA,NA,NA,NA,NA,NA
"1669",140,"CD003316","MD","ivfe","Frequentist",8,10.3763180542623,0.87870584388832,8.65408624723633,12.0985498612883,3.44446361405197,NA,NA,NA,NA,NA,NA,NA
"1670",140,"CD003316","MD","ivre","Frequentist",8,10.9434674726779,1.94782337375143,7.1258038118798,14.761131133476,7.63532732159623,0,NA,NA,NA,NA,NA,NA
"1671",140,"CD003316","MD","htebayesian","Bayesian",8,9.76790372379626,1.64747928745029,6.47357425015299,13.0315992245018,6.55802497434884,3.94495061343625,76.875201755477,3.10717291140129,-153.750403510954,9.56495433768305,0.247417967695281,19.1299086753661
"1672",140,"CD003316","MD","ctebayesian","Bayesian",8,9.57389892613528,0.217922665922224,9.15090400050321,10.0042937510448,0.853389750541552,NA,NA,NA,NA,NA,NA,NA
"1673",140,"CD003316","Cohen's d","ivfe","Frequentist",8,0.484977740328328,0.103646146202369,0.281835026635313,0.688120454021343,0.406285427386031,NA,NA,NA,NA,NA,NA,NA
"1674",140,"CD003316","Cohen's d","ivre","Frequentist",8,0.486455782360896,0.110687268660275,0.269512722239648,0.703398842482144,0.433886120242495,0.102597034570367,NA,NA,NA,NA,NA,NA
"1675",140,"CD003316","Cohen's d","htebayesian","Bayesian",8,0.47015397278396,0.709462248718063,-0.89412019675807,1.84349852926431,2.73761872602238,0.551084412151338,0.779171290869326,6.68134663335828,-1.55834258173865,0.182165493062121,0.163742515508682,0.364330986124242
"1676",140,"CD003316","Cohen's d","ctebayesian","Bayesian",8,0.481563766898122,0.633083335615051,-0.76425885078082,1.71846360999331,2.48272246077413,NA,NA,NA,NA,NA,NA,NA
"1677",140,"CD003316","Hedge's g","ivfe","Frequentist",8,0.475901557274352,0.364509023444887,-0.238523000717492,1.1903261152662,1.42884911598369,NA,NA,NA,NA,NA,NA,NA
"1678",140,"CD003316","Hedge's g","ivre","Frequentist",8,0.475901557274352,0.364509023444887,-0.238523000717492,1.1903261152662,1.42884911598369,0,NA,NA,NA,NA,NA,NA
"1679",140,"CD003316","Hedge's g","htebayesian","Bayesian",8,0.485022078526974,0.386316261648002,-0.267681218973676,1.24188907185071,1.50957029082438,0.305081004594926,2.91981052502171,1.98896858934786,-5.83962105004341,0.137919118095474,0.00963956355618493,0.275838236190948
"1680",140,"CD003316","Hedge's g","ctebayesian","Bayesian",8,0.473852564813074,0.350831056392456,-0.207921750682121,1.15835067798835,1.36627242867047,NA,NA,NA,NA,NA,NA,NA
"1681",141,"CD003316","MD","ivfe","Frequentist",6,3.83972544804775,0.910996256806452,2.0542055946563,5.6252453014392,3.5710397067829,NA,NA,NA,NA,NA,NA,NA
"1682",141,"CD003316","MD","ivre","Frequentist",6,3.90244260838214,2.62850486188252,-1.24933225409603,9.0542174708603,10.3035497249563,3.88700422178173,NA,NA,NA,NA,NA,NA
"1683",141,"CD003316","MD","htebayesian","Bayesian",6,3.59109018184856,4.69628362248302,-5.90108956882881,12.9541667767062,18.855256345535,9.5133188697914,20.7217936500492,2.62464876728731,-41.4435873000984,19.2472134661336,0.215980658673623,38.4944269322672
"1684",141,"CD003316","MD","ctebayesian","Bayesian",6,3.70055335430378,0.265555990151302,3.18073310384961,4.22436324750047,1.04363014365086,NA,NA,NA,NA,NA,NA,NA
"1685",141,"CD003316","Cohen's d","ivfe","Frequentist",6,0.178088697241655,0.1400105268655,-0.0963268928712023,0.452504287354513,0.548831180225716,NA,NA,NA,NA,NA,NA,NA
"1686",141,"CD003316","Cohen's d","ivre","Frequentist",6,0.258343178593269,0.206295805345037,-0.14598917004469,0.662675527231228,0.808664697275918,0.35592653951297,NA,NA,NA,NA,NA,NA
"1687",141,"CD003316","Cohen's d","htebayesian","Bayesian",6,0.401198210121279,0.832412393151442,-1.27951132409319,2.01471954693913,3.29423087103232,0.657600743041779,-0.314790998376229,5.7707910024557,0.629581996752459,0.41728508775534,0.212758592174223,0.83457017551068
"1688",141,"CD003316","Cohen's d","ctebayesian","Bayesian",6,0.408184218258107,0.674689438619894,-0.907373063949137,1.72423947375435,2.63161253770348,NA,NA,NA,NA,NA,NA,NA
"1689",141,"CD003316","Hedge's g","ivfe","Frequentist",6,0.311918008532032,0.425278424085362,-0.521612386077228,1.14544840314129,1.66706078921852,NA,NA,NA,NA,NA,NA,NA
"1690",141,"CD003316","Hedge's g","ivre","Frequentist",6,0.311918008532032,0.425278424085362,-0.521612386077228,1.14544840314129,1.66706078921852,0,NA,NA,NA,NA,NA,NA
"1691",141,"CD003316","Hedge's g","htebayesian","Bayesian",6,0.342990772818444,0.52119595128252,-0.67262930978566,1.30372590309719,1.97635521288285,0.413948111698879,0.976073926398354,2.137606775466,-1.95214785279671,0.322891593057676,0.0223684031966132,0.645783186115352
"1692",141,"CD003316","Hedge's g","ctebayesian","Bayesian",6,0.332724267311861,0.398490570540366,-0.446907269476964,1.11044735135039,1.55735462082735,NA,NA,NA,NA,NA,NA,NA
"1693",142,"CD003316","MD","ivfe","Frequentist",7,5.1408114849053,0.82735353344709,3.51922835686705,6.76239461294355,3.2431662560765,NA,NA,NA,NA,NA,NA,NA
"1694",142,"CD003316","MD","ivre","Frequentist",7,4.68713559144017,1.5887698913261,1.5732038247194,7.80106735816095,6.22786353344155,0,NA,NA,NA,NA,NA,NA
"1695",142,"CD003316","MD","htebayesian","Bayesian",7,5.3648343664263,1.29972988412836,2.76397759992866,7.93688055979042,5.17290295986176,2.74929261625327,36.1042804855879,2.98912168103184,-72.2085609711758,6.02975413753188,0.257763676545071,12.0595082750638
"1696",142,"CD003316","MD","ctebayesian","Bayesian",7,5.39101475711479,0.247729884216145,4.90732291836716,5.87659167717217,0.969268758805009,NA,NA,NA,NA,NA,NA,NA
"1697",142,"CD003316","Cohen's d","ivfe","Frequentist",7,0.315881381848476,0.105301872041925,0.109493505141657,0.522269258555294,0.412775753413637,NA,NA,NA,NA,NA,NA,NA
"1698",142,"CD003316","Cohen's d","ivre","Frequentist",7,0.315881381848476,0.105301872041925,0.109493505141657,0.522269258555294,0.412775753413637,0,NA,NA,NA,NA,NA,NA
"1699",142,"CD003316","Cohen's d","htebayesian","Bayesian",7,0.28536628583006,0.78468698092196,-1.2945106376096,1.78567239097908,3.08018302858868,0.637202119501913,-1.15138429192432,6.74993944896297,2.30276858384864,0.0755913064604106,0.225130109517898,0.151182612920821
"1700",142,"CD003316","Cohen's d","ctebayesian","Bayesian",7,0.279631512692406,0.687647916389406,-1.0482579033632,1.64198079989583,2.69023870325903,NA,NA,NA,NA,NA,NA,NA
"1701",142,"CD003316","Hedge's g","ivfe","Frequentist",7,0.290352596032431,0.3891382603532,-0.472344379266411,1.05304957133127,1.52539395059768,NA,NA,NA,NA,NA,NA,NA
"1702",142,"CD003316","Hedge's g","ivre","Frequentist",7,0.290352596032431,0.3891382603532,-0.472344379266411,1.05304957133127,1.52539395059768,0,NA,NA,NA,NA,NA,NA
"1703",142,"CD003316","Hedge's g","htebayesian","Bayesian",7,0.298950802317281,0.442764784868445,-0.585014120951213,1.15973716140929,1.74475128236051,0.326311100959446,1.08262151858359,2.00581862956313,-2.16524303716717,0.0589282119353746,0.00320627638759709,0.117856423870749
"1704",142,"CD003316","Hedge's g","ctebayesian","Bayesian",7,0.287266168131999,0.372189362636864,-0.445791550966639,1.00899686806207,1.45478841902871,NA,NA,NA,NA,NA,NA,NA
"1705",143,"CD003316","MD","ivfe","Frequentist",7,32.1298443927665,1.7888284016882,28.6238051509353,35.6358836345977,7.01207848366244,NA,NA,NA,NA,NA,NA,NA
"1706",143,"CD003316","MD","ivre","Frequentist",7,32.1026645753216,11.2227887961383,10.1064027287909,54.0989264218523,43.9925236930614,17.5774135423795,NA,NA,NA,NA,NA,NA
"1707",143,"CD003316","MD","htebayesian","Bayesian",7,34.0662252766968,11.5415480496125,9.45446480687727,55.5069517628828,46.0524869560056,30.915837020579,269.458524437676,1.41790927404198,-538.917048875351,73.0825076016666,0.15432590509893,146.165015203333
"1708",143,"CD003316","MD","ctebayesian","Bayesian",7,40.5938898208608,0.16541903949278,40.2725538025239,40.9171338959059,0.64458009338199,NA,NA,NA,NA,NA,NA,NA
"1709",143,"CD003316","Cohen's d","ivfe","Frequentist",7,0.496984691118233,0.136267121649256,0.229906040408753,0.764063341827714,0.534157301418961,NA,NA,NA,NA,NA,NA,NA
"1710",143,"CD003316","Cohen's d","ivre","Frequentist",7,0.496984691118233,0.136267121649256,0.229906040408753,0.764063341827714,0.534157301418961,0,NA,NA,NA,NA,NA,NA
"1711",143,"CD003316","Cohen's d","htebayesian","Bayesian",7,0.538065613901095,0.719031130914557,-0.868528627930983,1.92134960150252,2.7898782294335,0.570474245635892,1.12575866926379,5.53584842378325,-2.25151733852758,0.282189107049512,0.136939912396517,0.564378214099025
"1712",143,"CD003316","Cohen's d","ctebayesian","Bayesian",7,0.530189066535633,0.614244367681729,-0.661784852248766,1.74221022762111,2.40399507986988,NA,NA,NA,NA,NA,NA,NA
"1713",143,"CD003316","Hedge's g","ivfe","Frequentist",7,0.499223552156584,0.394698506378913,-0.274371305097838,1.27281840941101,1.54718971450884,NA,NA,NA,NA,NA,NA,NA
"1714",143,"CD003316","Hedge's g","ivre","Frequentist",7,0.499223552156584,0.394698506378913,-0.274371305097838,1.27281840941101,1.54718971450884,0,NA,NA,NA,NA,NA,NA
"1715",143,"CD003316","Hedge's g","htebayesian","Bayesian",7,0.488855330738624,0.438999619731194,-0.379813752842766,1.32909993666146,1.70891368950422,0.355213171950897,2.41123300310031,2.09360293975798,-4.82246600620062,0.213607743536174,0.0163496993089516,0.427215487072349
"1716",143,"CD003316","Hedge's g","ctebayesian","Bayesian",7,0.502906291566492,0.370869704279381,-0.226378365688643,1.23145570679464,1.45783407248328,NA,NA,NA,NA,NA,NA,NA
"1717",144,"CD003316","MD","ivfe","Frequentist",10,36.586770672278,1.67579868190217,33.30226561041,39.8712757341459,6.56901012373588,NA,NA,NA,NA,NA,NA,NA
"1718",144,"CD003316","MD","ivre","Frequentist",10,37.0283628990916,10.9627267752583,15.5418132472324,58.5149125509508,42.9730993037185,18.1764071553508,NA,NA,NA,NA,NA,NA
"1719",144,"CD003316","MD","htebayesian","Bayesian",10,38.0770203978233,9.52297596075753,18.0067222097691,56.0504453072905,38.0437230975214,29.6850049712612,412.899916922771,1.82590502504985,-825.799833845542,85.6896001471274,0.160313645126017,171.379200294255
"1720",144,"CD003316","MD","ctebayesian","Bayesian",10,41.9286848451904,0.131739823915187,41.6734761133172,42.188014178033,0.514538064715779,NA,NA,NA,NA,NA,NA,NA
"1721",144,"CD003316","Cohen's d","ivfe","Frequentist",10,0.322107737072566,0.0794766375015428,0.166336389957197,0.477879084187936,0.311542694230739,NA,NA,NA,NA,NA,NA,NA
"1722",144,"CD003316","Cohen's d","ivre","Frequentist",10,0.322107737072566,0.0794766375015428,0.166336389957197,0.477879084187936,0.311542694230739,0,NA,NA,NA,NA,NA,NA
"1723",144,"CD003316","Cohen's d","htebayesian","Bayesian",10,0.375644126483356,0.637030608551968,-0.898759863274421,1.61426201637524,2.51302187964966,0.499020742194439,0.43846159741142,7.19373036370283,-0.87692319482284,0.129248166981063,0.170166314049992,0.258496333962126
"1724",144,"CD003316","Cohen's d","ctebayesian","Bayesian",10,0.336683432528634,0.593101214667745,-0.821511603070753,1.50338647679293,2.32489807986369,NA,NA,NA,NA,NA,NA,NA
"1725",144,"CD003316","Hedge's g","ivfe","Frequentist",10,0.335387214334128,0.32441676229307,-0.300457955741382,0.971232384409637,1.27169034015102,NA,NA,NA,NA,NA,NA,NA
"1726",144,"CD003316","Hedge's g","ivre","Frequentist",10,0.335387214334128,0.32441676229307,-0.300457955741382,0.971232384409637,1.27169034015102,0,NA,NA,NA,NA,NA,NA
"1727",144,"CD003316","Hedge's g","htebayesian","Bayesian",10,0.333349159368707,0.340236210950475,-0.311387909609603,0.994606491254407,1.30599440086401,0.25132701407737,2.34826875008424,2.00818650170083,-4.69653750016849,0.0938094000972585,0.00620822834901739,0.187618800194517
"1728",144,"CD003316","Hedge's g","ctebayesian","Bayesian",10,0.334011403850465,0.312566543401808,-0.283677886731703,0.950831184227447,1.23450907095915,NA,NA,NA,NA,NA,NA,NA
"1729",145,"CD003316","MD","ivfe","Frequentist",5,2.17528663497132,0.559481142492536,1.07872374565663,3.27184952428602,2.19312577862939,NA,NA,NA,NA,NA,NA,NA
"1730",145,"CD003316","MD","ivre","Frequentist",5,2.66542016104575,1.32400602317702,0.0704160403046932,5.2604242817868,5.19000824148211,2.06567612918056,NA,NA,NA,NA,NA,NA
"1731",145,"CD003316","MD","htebayesian","Bayesian",5,3.30346829456049,1.90897669403546,-0.501277032934467,7.0137270717662,7.51500410470067,2.93612555021677,14.6201512912655,3.5921758495963,-29.2403025825309,5.04594544141546,0.674202088889004,10.0918908828309
"1732",145,"CD003316","MD","ctebayesian","Bayesian",5,3.51777218878694,0.365700207490669,2.79730005515051,4.2346898720662,1.43738981691569,NA,NA,NA,NA,NA,NA,NA
"1733",145,"CD003316","Cohen's d","ivfe","Frequentist",5,0.298127494539448,0.114632201029389,0.0734525090532911,0.522802480025605,0.449349970972314,NA,NA,NA,NA,NA,NA,NA
"1734",145,"CD003316","Cohen's d","ivre","Frequentist",5,0.350303987747184,0.150727961343164,0.0548826120514376,0.645725363442931,0.590842751391493,0.191395440798294,NA,NA,NA,NA,NA,NA
"1735",145,"CD003316","Cohen's d","htebayesian","Bayesian",5,0.461192841592162,2.01885765353616,-1.97675978709551,2.86466927482608,4.8414290619216,0.887765355141379,-1.03585565020316,7.510922347127,2.07171130040632,0.40248973934944,0.619507912419539,0.804979478698879
"1736",145,"CD003316","Cohen's d","ctebayesian","Bayesian",5,0.469456811361998,0.807036728034417,-1.11347478296274,2.06760619161289,3.18108097457563,NA,NA,NA,NA,NA,NA,NA
"1737",145,"CD003316","Hedge's g","ivfe","Frequentist",5,0.416307779292888,0.460956099498876,-0.487149574178971,1.31976513276475,1.80691470694372,NA,NA,NA,NA,NA,NA,NA
"1738",145,"CD003316","Hedge's g","ivre","Frequentist",5,0.416307779292888,0.460956099498876,-0.487149574178971,1.31976513276475,1.80691470694372,0,NA,NA,NA,NA,NA,NA
"1739",145,"CD003316","Hedge's g","htebayesian","Bayesian",5,0.409868208762537,0.627392750329392,-0.768672045626064,1.64414072666686,2.41281277229293,0.469854832796586,1.0662222608356,2.07002724332157,-2.1324445216712,0.225697238786437,0.0120930541457563,0.451394477572873
"1740",145,"CD003316","Hedge's g","ctebayesian","Bayesian",5,0.425606691027893,0.440883067334787,-0.438531871711036,1.29041309535895,1.72894496706998,NA,NA,NA,NA,NA,NA,NA
"1741",146,"CD003316","MD","ivfe","Frequentist",6,1.91532402844302,0.70676529308243,0.530089508478557,3.30055854840747,2.77046903992892,NA,NA,NA,NA,NA,NA,NA
"1742",146,"CD003316","MD","ivre","Frequentist",6,1.79850370057166,1.69353397590097,-1.52076189878916,5.11776929993248,6.63853119872164,2.65706052725218,NA,NA,NA,NA,NA,NA
"1743",146,"CD003316","MD","htebayesian","Bayesian",6,1.56110563893868,2.1695054479456,-2.72104457381229,5.89896589799978,8.62001047181207,4.10448673771378,7.85773938169249,3.27168488842891,-15.715478763385,8.05399248529056,0.384050724449803,16.1079849705811
"1744",146,"CD003316","MD","ctebayesian","Bayesian",6,1.44902448326572,0.290792698956459,0.878430141872914,2.01890418279084,1.14047404091793,NA,NA,NA,NA,NA,NA,NA
"1745",146,"CD003316","Cohen's d","ivfe","Frequentist",6,0.234379713092851,0.126970201656183,-0.0144773092630565,0.483236735448758,0.497714044711815,NA,NA,NA,NA,NA,NA,NA
"1746",146,"CD003316","Cohen's d","ivre","Frequentist",6,0.203219219950443,0.180781892409337,-0.151106778228853,0.557545218129739,0.708651996358592,0.291974816432126,NA,NA,NA,NA,NA,NA
"1747",146,"CD003316","Cohen's d","htebayesian","Bayesian",6,0.147130159653151,0.867711265744652,-1.56302158281856,1.8719878483838,3.43500943120236,0.680389788495227,-2.07636185229837,6.30974291590198,4.15272370459674,0.24492099169772,0.268313134606668,0.48984198339544
"1748",146,"CD003316","Cohen's d","ctebayesian","Bayesian",6,0.0901661153175976,0.691052148198892,-1.25745074621543,1.44646720107845,2.70391794729389,NA,NA,NA,NA,NA,NA,NA
"1749",146,"CD003316","Hedge's g","ivfe","Frequentist",6,0.153001282866366,0.423448727748364,-0.676942972819734,0.982945538552467,1.6598885113722,NA,NA,NA,NA,NA,NA,NA
"1750",146,"CD003316","Hedge's g","ivre","Frequentist",6,0.153001282866366,0.423448727748364,-0.676942972819734,0.982945538552467,1.6598885113722,0,NA,NA,NA,NA,NA,NA
"1751",146,"CD003316","Hedge's g","htebayesian","Bayesian",6,0.149779073982361,0.53258918214191,-0.849060121369273,1.12682673838624,1.97588685975552,0.385662640845658,-0.15480507310943,2.0827766012087,0.30961014621886,0.247574601541507,0.0345364711249128,0.495149203083014
"1752",146,"CD003316","Hedge's g","ctebayesian","Bayesian",6,0.146663310722369,0.399122424220717,-0.63812556392327,0.920108503237583,1.55823406716085,NA,NA,NA,NA,NA,NA,NA
"1753",147,"CD003316","MD","ivfe","Frequentist",5,22.375155605745,1.9033663239871,18.6446261613438,26.1056850501461,7.46105888880222,NA,NA,NA,NA,NA,NA,NA
"1754",147,"CD003316","MD","ivre","Frequentist",5,24.9795976884242,6.6342296674412,11.9767464750723,37.9824489017761,26.0057024267038,0,NA,NA,NA,NA,NA,NA
"1755",147,"CD003316","MD","htebayesian","Bayesian",5,16.0994419859101,8.89892730392788,-3.29913848283234,33.1109829271409,36.4101214099733,17.1362940329145,84.5911153693003,1.09863914082265,-169.182230738601,30.5767234133211,0.202100363087802,61.1534468266422
"1756",147,"CD003316","MD","ctebayesian","Bayesian",5,13.8187173355179,0.19532945736458,13.4394723766941,14.2021589113093,0.76268653461525,NA,NA,NA,NA,NA,NA,NA
"1757",147,"CD003316","Cohen's d","ivfe","Frequentist",5,0.361430627926702,0.13214526608109,0.102430665680304,0.6204305901731,0.517999924492796,NA,NA,NA,NA,NA,NA,NA
"1758",147,"CD003316","Cohen's d","ivre","Frequentist",5,0.367934278861335,0.177703214852406,0.0196423778136356,0.716226179909034,0.696583802095398,0.247159838872842,NA,NA,NA,NA,NA,NA
"1759",147,"CD003316","Cohen's d","htebayesian","Bayesian",5,0.362854739574122,1.16494605563187,-1.81702377023781,2.50528649638297,4.32231026662077,0.824103628674816,-1.16839919608711,6.56701384342973,2.33679839217422,0.318942931587554,0.379450710388307,0.637885863175109
"1760",147,"CD003316","Cohen's d","ctebayesian","Bayesian",5,0.343095204368826,0.785912327181592,-1.19865152166982,1.88105808179854,3.07970960346836,NA,NA,NA,NA,NA,NA,NA
"1761",147,"CD003316","Hedge's g","ivfe","Frequentist",5,0.351771278610307,0.462078973633867,-0.553886867725305,1.25742942494592,1.81131629267122,NA,NA,NA,NA,NA,NA,NA
"1762",147,"CD003316","Hedge's g","ivre","Frequentist",5,0.351771278610307,0.462078973633867,-0.553886867725305,1.25742942494592,1.81131629267122,0,NA,NA,NA,NA,NA,NA
"1763",147,"CD003316","Hedge's g","htebayesian","Bayesian",5,0.349877133658779,0.631006806489289,-0.853992986341931,1.53135686234597,2.3853498486879,0.489752074504052,0.691791668405128,2.09881908674521,-1.38358333681026,0.269664128639797,0.0232763814489539,0.539328257279593
"1764",147,"CD003316","Hedge's g","ctebayesian","Bayesian",5,0.352082638830066,0.442066775238056,-0.511093800544187,1.22324233081119,1.73433613135538,NA,NA,NA,NA,NA,NA,NA
"1765",148,"CD003316","MD","ivfe","Frequentist",6,0.223697391882096,0.346370988751086,-0.45517727135956,0.902572055123752,1.35774932648331,NA,NA,NA,NA,NA,NA,NA
"1766",148,"CD003316","MD","ivre","Frequentist",6,0.168930761044966,0.130783168624831,-0.0873995392437317,0.425261061333663,0.512660600577395,0.206993072867028,NA,NA,NA,NA,NA,NA
"1767",148,"CD003316","MD","htebayesian","Bayesian",6,0.0699983793343799,0.462312241800643,-0.814406283262433,0.980994334889316,1.79540061815175,0.362778670517718,-0.391083238795442,1.77536934706977,0.782166477590884,0.159645103429043,0.153738741150069,0.319290206858087
"1768",148,"CD003316","MD","ctebayesian","Bayesian",6,0.0571285988151488,0.361052667936508,-0.647615477473141,0.769398426959282,1.41701390443242,NA,NA,NA,NA,NA,NA,NA
"1769",148,"CD003316","Cohen's d","ivfe","Frequentist",6,0.11034499574426,0.0874002614344542,-0.0609563689066558,0.281646360395175,0.342602729301831,NA,NA,NA,NA,NA,NA,NA
"1770",148,"CD003316","Cohen's d","ivre","Frequentist",6,0.11034499574426,0.0874002614344542,-0.0609563689066558,0.281646360395175,0.342602729301831,0,NA,NA,NA,NA,NA,NA
"1771",148,"CD003316","Cohen's d","htebayesian","Bayesian",6,0.0348761879096584,0.955626127923369,-1.79750147990866,1.94446272193658,3.74196420184524,0.715581057463288,-2.961781786504,7.67780810060095,5.923563573008,0.131092507385404,0.475278877410598,0.262185014770808
"1772",148,"CD003316","Cohen's d","ctebayesian","Bayesian",6,0.0204132434123864,0.791896511235982,-1.5304141867718,1.57094603977108,3.10136022654288,NA,NA,NA,NA,NA,NA,NA
"1773",148,"CD003316","Hedge's g","ivfe","Frequentist",6,0.0400344188428388,0.41779515415798,-0.778829036222162,0.858897873907839,1.63772691013,NA,NA,NA,NA,NA,NA,NA
"1774",148,"CD003316","Hedge's g","ivre","Frequentist",6,0.0400344188428388,0.41779515415798,-0.778829036222162,0.858897873907839,1.63772691013,0,NA,NA,NA,NA,NA,NA
"1775",148,"CD003316","Hedge's g","htebayesian","Bayesian",6,0.03044156184524,0.486008129910682,-0.898745717222583,0.977596750538251,1.87634246776083,0.371192823563742,-0.743304571190227,1.95660798259452,1.48660914238045,0.0529729236917816,0.00916080633296787,0.105945847383563
"1776",148,"CD003316","Hedge's g","ctebayesian","Bayesian",6,0.0397136889771794,0.406476682640205,-0.757124884343185,0.837300653746618,1.5944255380898,NA,NA,NA,NA,NA,NA,NA
"1777",149,"CD003316","MD","ivfe","Frequentist",7,3.80927028014068,0.537290704562442,2.75619984997015,4.86234071031122,2.10614086034107,NA,NA,NA,NA,NA,NA,NA
"1778",149,"CD003316","MD","ivre","Frequentist",7,5.13036488598947,2.02655865117925,1.15838291712008,9.10234685485887,7.94396393773879,4.44815911997819,NA,NA,NA,NA,NA,NA
"1779",149,"CD003316","MD","htebayesian","Bayesian",7,6.73459158014846,3.0516051225804,0.413083524135345,12.7208083473167,12.3077248231813,6.80743521218261,45.1602601216171,4.59446948326978,-90.3205202432342,15.4733120893247,0.682407265621986,30.9466241786493
"1780",149,"CD003316","MD","ctebayesian","Bayesian",7,8.65616327857412,0.284446615638185,8.1092811616896,9.21692327317671,1.1076421114871,NA,NA,NA,NA,NA,NA,NA
"1781",149,"CD003316","Cohen's d","ivfe","Frequentist",7,0.474295634942813,0.0842594106721276,0.309150224666873,0.639441045218753,0.33029082055188,NA,NA,NA,NA,NA,NA,NA
"1782",149,"CD003316","Cohen's d","ivre","Frequentist",7,0.443639965936699,0.122811426231837,0.202933993632301,0.684345938241097,0.481411944608796,0.198933496847685,NA,NA,NA,NA,NA,NA
"1783",149,"CD003316","Cohen's d","htebayesian","Bayesian",7,0.434716588453043,0.837202765566355,-1.15857167495667,2.02461941056252,3.18319108551919,0.618139327040971,-0.0470809427585086,7.21991992053387,0.0941618855170172,0.287520707851038,0.47115013235566,0.575041415702076
"1784",149,"CD003316","Cohen's d","ctebayesian","Bayesian",7,0.430902840635383,0.684475171263711,-0.934578535140546,1.76733763893353,2.70191617407408,NA,NA,NA,NA,NA,NA,NA
"1785",149,"CD003316","Hedge's g","ivfe","Frequentist",7,0.421676404605381,0.390207785276211,-0.343116801023131,1.18646961023389,1.52958641125702,NA,NA,NA,NA,NA,NA,NA
"1786",149,"CD003316","Hedge's g","ivre","Frequentist",7,0.421676404605381,0.390207785276211,-0.343116801023131,1.18646961023389,1.52958641125702,0,NA,NA,NA,NA,NA,NA
"1787",149,"CD003316","Hedge's g","htebayesian","Bayesian",7,0.411731932961774,0.435622708966775,-0.457193276338594,1.25833735692396,1.71553063326255,0.353426392076689,1.82884782922951,2.08074501028411,-3.65769565845901,0.192651425514226,0.0161831828464144,0.385302851028453
"1788",149,"CD003316","Hedge's g","ctebayesian","Bayesian",7,0.419476123133464,0.373219068370915,-0.316277728683026,1.1494997083088,1.46577743699182,NA,NA,NA,NA,NA,NA,NA
"1789",150,"CD003316","MD","ivfe","Frequentist",8,39.9008153930629,1.77518888503931,36.42150911263,43.3801216734958,6.95861256086573,NA,NA,NA,NA,NA,NA,NA
"1790",150,"CD003316","MD","ivre","Frequentist",8,40.3687115121281,7.93284353404375,24.8206238904109,55.9167991338453,31.0961752434344,0,NA,NA,NA,NA,NA,NA
"1791",150,"CD003316","MD","htebayesian","Bayesian",8,31.3026060688922,11.3951196790217,7.18633636960943,52.7067052989029,45.5203689292934,32.7586507206297,282.376628372377,1.54634381547897,-564.753256744755,85.381460330952,0.149775853228119,170.762920661904
"1792",150,"CD003316","MD","ctebayesian","Bayesian",8,31.5930909920777,0.149553001095352,31.3007659234633,31.8862971472764,0.585531223813103,NA,NA,NA,NA,NA,NA,NA
"1793",150,"CD003316","Cohen's d","ivfe","Frequentist",8,0.397828235985842,0.0788127142291982,0.243358154572766,0.552298317398918,0.308940162826152,NA,NA,NA,NA,NA,NA,NA
"1794",150,"CD003316","Cohen's d","ivre","Frequentist",8,0.397828235985842,0.0788127142291982,0.243358154572766,0.552298317398918,0.308940162826152,0,NA,NA,NA,NA,NA,NA
"1795",150,"CD003316","Cohen's d","htebayesian","Bayesian",8,0.341849833023168,0.753134908285464,-1.16565538369143,1.82088610343554,2.98654148712697,0.563130302684941,-0.554405434614581,7.41740252091599,1.10881086922916,0.140027786930012,0.286098665861509,0.280055573860025
